outbreakId,reportId,diseaseName,diseaseType,startDate,endDate,totalCases,locationName,species,animalCategoryLabel,latitude,longitude,animalCategory
90045,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,1,Pedgaon,Birds,Domestic,19.3144,76.6675,domestic
144542,5685,H5N1 (HPAI),,2/05/2024,19/05/2025,2854,"Ward 9 Ambalapuzha North, Ambalapuzha, Alappuzha",Birds,Domestic,9.39758,76.68308,domestic
90049,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,245,Kenderwadi,Birds,Domestic,18.6112,76.7481,domestic
81529,3531,H5N1 (HPAI non. Plt),,8/01/2021,21/07/2023,1,Siswan Dam Catchment Area,Anser indicus,Wild,30.873631,76.76059,wild
1857,100,H5N1 (HPAI),,18/04/2006,27/04/2006,,"Janave, Jalgaon, Ichkheda",Birds,Domestic,20.93158,76.7645,domestic
112176,4701,H5N1 (HPAI),,26/12/2022,24/10/2023,962,"Kerala Gramin Farm, Perunguzhy Azhoor Panchayat",Birds,Domestic,8.618,76.8002,domestic
90637,3935,empty strain - H5N8 (HPAI),,11/01/2021,21/12/2023,21240,"Derbassi, Behra Aplha Poultry Farm",Birds,Domestic,30.5887,76.8471,domestic
90638,3935,empty strain - H5N8 (HPAI),,19/01/2021,21/12/2023,16368,"DEra Bassi, Behra, Evergreen Poultry Farm",Birds,Domestic,30.5887,76.8471,domestic
90639,3935,empty strain - H5N8 (HPAI),,11/01/2021,21/12/2023,24146,"DEra Bassi, Behra, Royal Poultry Farm",Birds,Domestic,30.5887,76.8471,domestic
80548,3496,H5N1 (HPAI),,7/01/2021,8/02/2023,843,Murumba,Birds,Domestic,19.314108,76.870252,domestic
91023,3495,empty strain - H5N8 (HPAI),,1/01/2021,18/02/2023,98130,"Tara Poultry Farm, Batour, Barwala",Birds,Domestic,30.5472,76.9566,domestic
91022,3495,empty strain - H5N8 (HPAI),,1/01/2021,18/02/2023,98452,"Maharaja Poultry Farm, Khatouli, Barwala",Birds,Domestic,30.5905,76.9729,domestic
154285,6366,empty strain - H5N1 (HPAI),,28/02/2025,10/07/2025,15305,"Kuppagal Broiler Poultry Farm, Moka Road, Bellary",Birds,Domestic,15.208883,76.984923,domestic
80546,3495,H5N8 (HPAI),,2/01/2021,18/02/2023,101040,"Siddharth Poultry Farm, Kheri",Birds,Domestic,30.56125,76.99781,domestic
90051,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,15,Sukani,Birds,Domestic,18.5277,77.0399,domestic
90052,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,25,Tondar,Birds,Domestic,18.4215,77.0521,domestic
80547,3495,H5N8 (HPAI),,2/01/2021,18/02/2023,5680,"Nature Poultry Farm, Dandlawar",Birds,Domestic,30.56452,77.05438,domestic
90320,3496,empty strain - H5N1 (HPAI),,7/03/2021,8/02/2023,40,"Aundha Nagnath, Ankhali",Birds,Domestic,19.43,77.11,domestic
90147,3496,empty strain - H5N1 (HPAI),,2/02/2021,8/02/2023,35,Azadnagar,Birds,Domestic,18.3944,77.1206,domestic
150106,6250,empty strain - H5N1 (HPAI),,23/01/2025,,66,"Ram Nagar, Udgir",Birds,Domestic,18.399592,77.13528,domestic
46291,2156,H5N8 (HPAI non. Plt),,14/10/2016,6/06/2017,6,New Delhi,Pelecanidae (incognita),Wild,28.36,77.14,wild
90568,3928,empty strain - H5N8 (HPAI),,6/01/2021,21/12/2023,18,"Rahatgaon, Timarni",Birds,Domestic,22.2467,77.2282,domestic
90068,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,8,Navandyachiwadi,Birds,Domestic,18.811,77.2689,domestic
21798,1301,H5N1 (HPAI),,12/10/2012,13/02/2013,3481,Hessarghatta,Birds,Domestic,13.04,77.3,domestic
40236,1946,H5N1 (HPAI),,1/05/2016,5/09/2016,8200,Molkera,Birds,Domestic,17.54,77.3,domestic
150105,6250,empty strain - H5N1 (HPAI),,20/01/2025,,70,Village Kiwala Block -Loha,Birds,Domestic,19.035629,77.306374,domestic
90298,3496,empty strain - H5N1 (HPAI),,17/02/2021,8/02/2023,265,Asolwadi,Birds,Domestic,19.6944,77.3067,domestic
90110,3496,empty strain - H5N1 (HPAI),,23/01/2021,8/02/2023,10,Pimpalgaon Chambhare,Birds,Domestic,20.4998,77.3076,domestic
90078,3496,empty strain - H5N1 (HPAI),,15/01/2021,8/02/2023,5,Chikhali,Birds,Domestic,18.8882,77.34044,domestic
90098,3496,empty strain - H5N1 (HPAI),,23/01/2021,8/02/2023,8,"Degaon Tanda, Sheritand",Birds,Domestic,18.4443,77.3743,domestic
90107,3496,empty strain - H5N1 (HPAI),,23/01/2021,8/02/2023,50,Krushnapur,Birds,Domestic,19.5472,77.4131,domestic
90417,3496,empty strain - H5N1 (HPAI),,18/01/2021,8/02/2023,29,Pimpari Khurd,Birds,Domestic,19.5039,77.4288,domestic
90074,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,18,"Lokhandisawargaon, Ambejogai",Birds,Domestic,18.7021,77.4977,domestic
35404,1718,H5N1 (HPAI),,12/04/2015,29/07/2015,41040,Thorrur,Birds,Domestic,17.24,77.5,domestic
154318,6250,H5N1 (HPAI),,24/02/2025,,7511,Kherda Jerapure ,Birds,Domestic,20.51538,77.53992,domestic
90090,3496,empty strain - H5N1 (HPAI),,18/01/2021,8/02/2023,239,Dhundi,Birds,Domestic,19.9102,77.569,domestic
90095,3496,empty strain - H5N1 (HPAI),,20/01/2021,8/02/2023,48,Ujona,Birds,Domestic,20.3213,77.7683,domestic
154319,6250,H5N1 (HPAI),,25/02/2025,,5495,Village - Anjangoan ,Birds,Domestic,20.828152,77.782663,domestic
154283,6366,empty strain - H5N1 (HPAI),,23/02/2025,10/07/2025,492,Varadahalli ,Birds,Domestic,13.431927,77.788089,domestic
53238,2454,H5N8 (HPAI),,26/12/2017,5/06/2018,9,Dasarahalli,Birds,Domestic,13.094694,77.836243,domestic
90316,3496,empty strain - H5N1 (HPAI),,25/02/2021,8/02/2023,15,"Dhiman Poultry Farm, Dhankhed",Birds,Domestic,20.8628,77.839,domestic
90057,3496,empty strain - H5N1 (HPAI),,11/01/2021,8/02/2023,7,"Umra Tanda, Paplawadi, Mahur",Birds,Domestic,19.8345,77.9657,domestic
154312,6344,empty strain - H5N1 (HPAI),,4/02/2025,,25,N R Pet ,Birds,Domestic,15.841764,78.04274,domestic
90080,3496,empty strain - H5N1 (HPAI),,15/01/2021,8/02/2023,9,Talahari,Birds,Domestic,19.3315,78.0762,domestic
46290,2156,H5N8 (HPAI non. Plt),,18/10/2016,6/06/2017,28,Gwalior,Ciconia ciconia,Wild,26.12,78.1,wild
90094,3496,empty strain - H5N1 (HPAI),,20/01/2021,8/02/2023,4591,Sawargad,Birds,Domestic,20.3952,78.128,domestic
90571,3928,empty strain - H5N8 (HPAI),,13/01/2021,21/12/2023,132,Khamariya Gadi,Birds,Domestic,23.4078,78.222,domestic
73390,3209,H5N1 (HPAI non. Plt),,22/03/2020,30/09/2020,29,Near Ambha Block Porsa Nagar Palika,Corvus splendens,Wild,26.6711,78.3723,wild
73297,3207,H5N1 (HPAI),,15/03/2020,30/09/2020,76,"Meat Market, Mehgaon",Birds,Domestic,26.4929,78.6141,domestic
73389,3209,H5N1 (HPAI non. Plt),,20/03/2020,30/09/2020,104,Collectorate Bungalow & BTI School,Corvus splendens,Wild,26.5724,78.7902,wild
151168,6277,H5N1 (HPAI),,14/02/2025,15/07/2025,0,"Gram Salimeta, Block-Mohkhed",Birds,Domestic,21.9574,78.8991,domestic
151074,6276,H5N1 (HPAI),,7/01/2025,15/07/2025,99,Chhindwara,Cats,Domestic,22.051283,78.937857,domestic
151167,6277,H5N1 (HPAI),,31/01/2025,15/07/2025,0,Ward No. 18,Birds,Domestic,22.056624,78.93978,domestic
152927,6323,empty strain - H5N1 (HPAI),,14/02/2025,,1500,"Village - Nelapatla, Mandal-Choutuppal District- Yadadri Bhuvanagiri ",Birds,Domestic,17.322722,78.955722,domestic
148291x,6218x,H5N1 (HPAI non. Plt),,17/12/2024,,411,"Widlife Rescue Centre, Gorewada Zoo","Panthera pardus, Panthera tigris",Wild,21.202588,79.001493,wild
90089,3496,empty strain - H5N1 (HPAI),,15/01/2021,8/02/2023,25,Waranga,Birds,Domestic,20.9509,79.039,domestic
133870,5636,empty strain - H5N1 (HPAI),,29/02/2024,27/09/2024,2650,"Regional Poultry Hatchery, Seminary Hills",Birds,Domestic,21.16137,79.04288,domestic
90325,3496,empty strain - H5N1 (HPAI),,5/04/2021,8/02/2023,2,"Neri Dungaon, Kamptee",Birds,Domestic,21.1806,79.109,domestic
154317,6250,H5N1 (HPAI),,31/01/2025,,3,"Yashin Plot, Motha Tajbag",Birds,Domestic,21.111604,79.123069,domestic
133868,5635,empty strain - H5N1 (HPAI),,2/02/2024,9/09/2024,10000,Chatagotla Podalakur,Birds,Domestic,14.387817,79.766798,domestic
154316,6250,H5N1 (HPAI),,21/01/2025,,118,"Mangli, Jungnala",Birds,Domestic,20.516347,79.90125,domestic
133869,5635,empty strain - H5N1 (HPAI),,6/02/2024,9/09/2024,2,Gummaladibba,Birds,Domestic,14.509253,79.968125,domestic
90077,3496,empty strain - H5N1 (HPAI),,15/01/2021,8/02/2023,25,Gadchiroli,Birds,Domestic,20.1922,80.0044,domestic
17927x,1187x,H5N1 (HPAI),,3/01/2012,10/01/2012,511,Sadak Arjuni,Al indeterminatum fau,Wild,21.27,80.11,wild
73391,3209,H5N1 (HPAI non. Plt),,22/03/2020,30/09/2020,15,Near Railway Station Rithi,Corvus splendens,Wild,23.9048,80.1403,wild
90092,3496,empty strain - H5N1 (HPAI),,18/01/2021,8/02/2023,167,Nimba,Birds,Domestic,21.2137,80.3326,domestic
154313,6344,empty strain - H5N1 (HPAI),,11/02/2025,,14500,"Anumolulanka, Gumpalagudem, NTR ",Birds,Domestic,16.983283,80.544214,domestic
90651,3940,empty strain - H5N8 (HPAI),,17/01/2021,21/12/2023,3,"Sikandarpur Karan, Hadha",Birds,Domestic,26.4526,80.566,domestic
154314,6344,empty strain - H5N1 (HPAI),,19/02/2025,,3150,"Deeplanagar Village- Krishnaraopalem,",Birds,Domestic,16.926535,80.637085,domestic
90653,3941,empty strain - H5N8 (HPAI),,8/01/2021,21/12/2023,224,"Dhundi, Gidhali",Birds,Domestic,20.6797,81.0358,domestic
81530,3532,H5N1 (HPAI),,14/01/2021,21/12/2023,3,Chhaati,Birds,Domestic,20.679774,81.08358,domestic
22746,1415,H5N1 (HPAI),,30/07/2013,11/11/2013,464,Anjora,Birds,Domestic,21.11,81.16,domestic
154310,6344,empty strain - H5N1 (HPAI),,14/01/2025,,350000,"Badampudi Ungutur Mandal, Eluru ",Birds,Domestic,16.837145,81.474185,domestic
35119,1718,H5N1 (HPAI),,4/03/2015,23/06/2015,187,Sari Ka Purwa,Birds,Domestic,26.09,81.48,domestic
35190,1718,H5N1 (HPAI),,20/03/2015,30/07/2015,1,Pahadpur Gaderiya Deeh,Corvus splendens,Wild,26.09,81.48,wild
22747,1415,H5N1 (HPAI),,30/07/2013,11/11/2013,3600,Jagadalpur,Birds,Domestic,19.05,81.58,domestic
154311,6344,empty strain - H5N1 (HPAI),,17/01/2025,,70907,Velpuru,Birds,Domestic,16.724383,81.662728,domestic
154307,6344,empty strain - H5N1 (HPAI),,11/01/2025,,89024,"Kanuru Agraharam, Peravali Mandal,",Birds,Domestic,16.830111,81.74575,domestic
35191,1718,H5N1 (HPAI),,20/03/2015,30/07/2015,2,Haliapur,Corvus splendens,Wild,26.15,82.04,wild
154308,6344,empty strain - H5N1 (HPAI),,12/02/2025,,10000,"Pithapuram Urban, Ward -21, Kakinada, ",Birds,Domestic,17.098222,82.250639,domestic
154309,6344,empty strain - H5N1 (HPAI),,14/02/2025,,8000,"Chendurthy, Gollaprolu, Kakinada, ",Birds,Domestic,17.226306,82.303694,domestic
69129,3090,H5N1 (HPAI),,7/12/2019,13/05/2020,5634,"Government Poultry Farming Region, Baikunthpur",Birds,Domestic,23.2621,82.5605,domestic
161598,6261,H5N1 (HPAI),,21/03/2025,21/07/2025,13940,"Regional Poultry Farm, Baikunthpur",Birds,Domestic,23.263994,82.565436,domestic
71606,3172,H5N1 (HPAI non. Plt),,8/02/2020,8/02/2020,3,Mohan Sarai,Corvus splendens,Wild,25.27426,82.87214,wild
90652,3532,empty strain - H5N1 (HPAI),,1/02/2021,21/12/2023,259,Sakola,Birds,Domestic,23.0938,83.1307,domestic
150709,6261,empty strain - H5N1 (HPAI),,28/01/2025,21/07/2025,442,"Government Poultry Farm, Raigarh",Birds,Domestic,21.887572,83.407596,domestic
54823,2484,H5N1 (HPAI non. Plt),,23/03/2018,5/04/2018,80,Hardi Dali,Corvus splendens,Wild,27.44694444,83.41638889,wild
60612,2776,H5N1 (HPAI non. Plt),,9/01/2019,3/09/2019,32,"Chhawani Bagicha (Ward No.16, Nagar Panchayat Kochus)",Corvus splendens,Wild,25.325468,83.931253,wild
46462,2128,H5N1 (HPAI),,4/01/2017,6/06/2017,11,Kacharu,Birds,Domestic,22.17,84.49,domestic
17928,1187,H5N1 (HPAI),,10/01/2012,3/02/2012,6,Fatehpur,Al indeterminatum fau,Wild,24.46,84.58,wild
73502,3210,H5N1 (HPAI non. Plt),,5/03/2020,30/09/2020,7,"Chainpura, Kuv, Dulhin Bazar",Harpactes erythrocephalus,Wild,25.4989,84.859,wild
161603,6374,H5N1 (HPAI),,30/03/2025,21/07/2025,2,"MMP Pond, Ward No, 12, Ara Sadar, Dist-Bhojpur ",Birds,Domestic,25.561179,84.861193,domestic
154684,6391,empty strain - H5N1 (HPAI non. Plt),,16/02/2025,21/07/2025,5,Police line,Corvus splendens,Wild,25.1967,84.986813,wild
91819,3190,African swine fever,Suidae,9/03/2021,30/06/2023,248,Keitum Village,Swine,Domestic,23.232,92.9114,domestic
91820,3190,African swine fever,Suidae,21/03/2021,30/06/2023,1514,"Lungsen, Lunglei",Swine,Domestic,22.4897,92.9793,domestic
91821,3190,African swine fever,Suidae,26/03/2021,30/06/2023,4,Vaihpi-I,Swine,Domestic,22.4897,92.9792,domestic
91822,3190,African swine fever,Suidae,29/03/2021,30/06/2023,266,"Bawngkawn Veng, Tlangnuam",Swine,Domestic,23.7557,92.7295,domestic
91823,3190,African swine fever,Suidae,27/06/2021,30/06/2023,31,"Mega Seed Farm, Seleish, Tlangnuam",Swine,Domestic,23.80416,92.73083,domestic
91829,3190,African swine fever,Suidae,11/11/2020,30/06/2023,15,Village Wakha,Swine,Domestic,24.7807,93.9674,domestic
91830,3190,African swine fever,Suidae,12/11/2020,30/06/2023,52,"Salungpham, Wangjing",Swine,Domestic,24.5436,93.9671,domestic
91831,3190,African swine fever,Suidae,15/03/2021,30/06/2023,35,"Pig Breeding Farm, Phek",Swine,Domestic,25.6634,94.4703,domestic
91832,3190,African swine fever,Suidae,10/03/2021,30/06/2023,1796,Pungro,Swine,Domestic,25.8689,94.7853,domestic
92039,3190,African swine fever,Suidae,25/06/2020,30/06/2023,30,"Lamin, Amlarem",Swine,Domestic,25.214686,92.028044,domestic
92041,3190,African swine fever,Suidae,31/07/2020,30/06/2023,1,"Umkdait, Mawpat",Swine,Domestic,25.58883,91.91388,domestic
92042,3190,African swine fever,Suidae,31/07/2020,30/06/2023,3,"Shangpung Moosyiem, Laskein",Swine,Domestic,25.4734,92.3829,domestic
92043,3190,African swine fever,Suidae,31/07/2020,30/06/2023,2,"Mawshbuit Norgrim, Mawryngkneng",Swine,Domestic,25.55944,91.93833,domestic
92045,3190,African swine fever,Suidae,2/08/2020,30/06/2023,20,"Nongtalang, Amlarem",Swine,Domestic,25.209092,92.0675,domestic
92046,3190,African swine fever,Suidae,4/08/2020,30/06/2023,3,"Nongrim Nongladew, Bhoirymbong",Swine,Domestic,25.8668,91.7458,domestic
92047,3190,African swine fever,Suidae,4/08/2020,30/06/2023,1,"Khliehumtrew, Umsning",Swine,Domestic,25.7425,91.97334,domestic
92048,3190,African swine fever,Suidae,4/08/2020,30/06/2023,3,"Sohlwaikrang, Sohoing",Swine,Domestic,25.59083,91.75,domestic
92050,3190,African swine fever,Suidae,4/08/2020,30/06/2023,3,"Mawshbuit Nongkhlaw, Mawryngkneng",Swine,Domestic,25.5597,91.9383,domestic
92051,3190,African swine fever,Suidae,5/08/2020,30/06/2023,1,"5th Mile Param, Upper Shillong, Mylliem",Swine,Domestic,25.4991,91.8186,domestic
92053,3190,African swine fever,Suidae,5/08/2020,30/06/2023,6,"Shnonggpdeng, Amlarem",Swine,Domestic,25.20708,92.00963,domestic
92054,3190,African swine fever,Suidae,5/08/2020,30/06/2023,1,Malwai Mawdatbaki,Swine,Domestic,25.59861,91.89027,domestic
92055,3190,African swine fever,Suidae,6/08/2020,30/06/2023,2,"Umnget, Umsning",Swine,Domestic,25.8039,91.8824,domestic
92056,3190,African swine fever,Suidae,7/08/2020,30/06/2023,2,"Madaniingsyiem Lumbangla, Mylliem",Swine,Domestic,25.3429,92.3255,domestic
92075,3190,African swine fever,Suidae,7/08/2020,30/06/2023,2,"Mawlyngkhing, Umsning",Swine,Domestic,25.669,91.902,domestic
92076,3190,African swine fever,Suidae,8/08/2020,30/06/2023,4,"Umsaitsning, Umsning",Swine,Domestic,25.7555,91.901,domestic
61607,2776,H5N1 (HPAI non. Plt),,1/02/2019,3/09/2019,18,"Collector Office Campus, Jehanabad",Corvus splendens,Wild,25.216151,84.996358,wild
60342,2776,H5N1 (HPAI non. Plt),,16/12/2018,16/12/2018,3,Muthagadia,Corvus splendens,Wild,20.1153,85.0725,wild
154505,6374,empty strain - H5N1 (HPAI),,26/02/2025,21/07/2025,2,"ICAR REsearch Complex for Eatern Region, Patna",Birds,Domestic,25.594078,85.086904,domestic
47309,2128,H5N1 (HPAI),,30/01/2017,6/06/2017,2091,"State Poultry Breeding and Research Farm, Angul",Birds,Domestic,20.5,85.09,domestic
97435,4322,empty strain - H5N1 (HPAI),,18/01/2022,21/12/2023,1800,"Poultry Research and Training Centre, BASU, Patna",Birds,Domestic,25.59,85.0966,domestic
60231,2776,H5N1 (HPAI non. Plt),,16/12/2018,16/12/2018,6,Patna (Sanjay Gandhi Zoological Park),Pavo cristatus,Wild,25.59945,85.09889,wild
161604,6374,H5N1 (HPAI),,1/04/2025,21/07/2025,32,"Baily Road, Ward 20/8 (Nagar Nigam Area), Patna Sadar",Birds,Domestic,25.604365,85.10861,domestic
73401,3210,H5N1 (HPAI non. Plt),,18/03/2020,30/09/2020,48,High Court Campus,Corvus splendens,Wild,25.6089,85.1254,wild
60613,2776,H5N1 (HPAI non. Plt),,9/01/2019,3/09/2019,5,B N College Campus,Corvus splendens,Wild,25.6193,85.1511,wild
73400,3210,H5N1 (HPAI non. Plt),,15/02/2020,30/09/2020,1,"B26, Lohia Nagar Housing Colony",Corvus splendens,Wild,25.597,85.1551,wild
73402,3210,H5N1 (HPAI non. Plt),,19/03/2020,30/09/2020,1,"Saidpur Hostel, Bazar Samiti Road",Corvus splendens,Wild,25.6068,85.1652,wild
60152,2765,H5N1 (HPAI),,18/12/2018,17/07/2019,,Nandala,Birds,Domestic,19.485,85.17305,domestic
60144,2765,H5N1 (HPAI),,7/12/2018,17/07/2019,40,Brahmandeo,Birds,Domestic,19.49888,85.193611,domestic
161602,6374,H5N1 (HPAI),,24/03/2025,21/07/2025,2250,"Marcha, GP-Marchi, Patna Sadar",Birds,Domestic,25.547118,85.21982,domestic
60216,2765,H5N1 (HPAI),,17/12/2018,17/07/2019,4728,"Nuagaon, Kantabania & Udayagiri",Birds,Domestic,19.539743,85.232267,domestic
59825,2765,H5N1 (HPAI),,7/12/2018,17/07/2019,5603,Budhibara(Sanasahi) and Patharagang,Birds,Domestic,19.56816,85.241236,domestic
60143,2765,H5N1 (HPAI),,7/12/2018,17/07/2019,,Malud,Birds,Domestic,19.555775,85.247881,domestic
60149,2765,H5N1 (HPAI),,10/12/2018,17/07/2019,,Epinga (Bauripalli),Birds,Domestic,19.62541,85.25196,domestic
60217,2765,H5N1 (HPAI),,17/12/2018,17/07/2019,2500,Naba,Birds,Domestic,19.547775,85.267157,domestic
60145,2765,H5N1 (HPAI),,10/12/2018,17/07/2019,,Kanheipur (Harijansahi),Birds,Domestic,19.57919,85.27755,domestic
59831,2766,H5N1 (HPAI non. Plt),,7/12/2018,14/12/2018,120,Alanda and Siala,Corvus splendens,Wild,19.6275,85.30194444,wild
